dcid,sentence
Count_Person_Civilian_NonInstitutionalized_HispanicOrLatino,number of NonInstitutionalized Hispanic or Latino Civilian
Count_Person_Civilian_NonInstitutionalized_Native,number of NonInstitutionalized native Civilian
Count_Person_Civilian_NonInstitutionalized_NativeHawaiianOrOtherPacificIslanderAlone,number of NonInstitutionalized Native Hawaiian or Other Pacific Islander Civilian
Count_Person_Civilian_NonInstitutionalized_OneRace,number of NonInstitutionalized single race Civilian
Count_Person_Civilian_NonInstitutionalized_PovertyStatusDetermined,number of NonInstitutionalized Civilian with poverty status determined
Count_Person_Civilian_NonInstitutionalized_ResidesInHousehold,number of NonInstitutionalized Civilian who resides in household
Count_Person_Civilian_NonInstitutionalized_TwoOrMoreRaces,number of NonInstitutionalized muti-race Civilian
Count_Person_Civilian_NonInstitutionalized_WhiteAlone,number of NonInstitutionalized white Civilian
Count_Person_Civilian_ResidesInHousehold,Number of civilian reside in household
Count_Person_Civilian_WithDisability_NonInstitutionalized,Number of NonInstitutionalized civilian with disability
Count_Person_CognitiveDifficulty,Number of People Who Have Cognitive Difficulty
Count_Person_DetailedEnrolledInCollegeUndergraduateYears,Number of students nrolled in Undergraduate college
Count_Person_DetailedEnrolledInGrade1,Number of students Enrolled in Grade 1
Count_Person_DetailedEnrolledInGrade10,Number of students Enrolled in Grade 10
Count_Person_DetailedEnrolledInGrade11,Number of students enrolled in Grade 11
Count_Person_DetailedEnrolledInGrade12,Number of students enrolled in Grade 12
Count_Person_DetailedEnrolledInGrade2,Number of students enrolled in Grade 2
Count_Person_DetailedEnrolledInGrade3,Number of students enrolled in Grade 3
Count_Person_DetailedEnrolledInGrade4,Number of students enrolled in Grade 4
Count_Person_DetailedEnrolledInGrade5,Number of students enrolled in Grade 5
Count_Person_DetailedEnrolledInGrade6,Number of students enrolled in Grade 6
Count_Person_DetailedEnrolledInGrade7,Number of students enrolled in Grade 7
Count_Person_DetailedEnrolledInGrade8,Number of students enrolled in Grade 8
Count_Person_DetailedEnrolledInGrade9,Number of students enrolled in Grade 9
Count_Person_DetailedEnrolledInKindergarten,Number of students enrolled in Kindergarten
Count_Person_DetailedEnrolledInNurserySchoolPreschool,Number of students enrolled in Nursery School Preschool
Count_Person_DetailedGraduateOrProfessionalSchool,Number of students enrolled in Graduate Or Professional School
Count_Person_DetailedHighSchool,Number of students enrolled in High School
Count_Person_DetailedMiddleSchool,Number of students enrolled in Middle School
Count_Person_DetailedPrimarySchool,Number of students enrolled in Primary School
Count_Person_Divorced,Number of divorced people
Count_Person_Divorced_ResidesInAdultCorrectionalFacilities,Number of divorced people residing in adult correctional facilities
Count_Person_Divorced_ResidesInCollegeOrUniversityStudentHousing,Number of divorced people residing in college or university student housing
Count_Person_Divorced_ResidesInGroupQuarters,Number of divorced people residing in group quarters
Count_Person_Divorced_ResidesInInstitutionalizedGroupQuarters,Number of divorced people residing in institutionalized group quarters
Count_Person_Divorced_ResidesInNoninstitutionalizedGroupQuarters,Number of divorced people residing in noninstitutionalized group quarters
Count_Person_Divorced_ResidesInNursingFacilities,Number of divorced people residing in nursing facilities
Count_Person_DivorcedOrSeparated,Number of divorced or separated people
Count_Person_EducationalAttainment_9ThTo12ThGradeNoDiploma,Number of People Who Completed 9th to 12th Grade Without Earning a Diploma
Count_Person_EducationalAttainment_LessThan9ThGrade,Number of People Who Completed Less Than 9th Grade
Count_Person_EducationalAttainment_LessThanHighSchoolDiploma,Number of People Who Completed Less Than High School Diploma
Count_Person_EducationalAttainment_SomeCollegeNoDegree,Number of People Who Completed Some College No Degree
Count_Person_EducationalAttainment10ThGrade,Number of People Who Completed 10th Grade
Count_Person_EducationalAttainment11ThGrade,Number of People Who Completed 11th Grade
Count_Person_EducationalAttainment12ThGradeNoDiploma,Number of People Who Completed 12th Grade No Diploma
Count_Person_EducationalAttainment1StGrade,Number of People Who Completed 1st Grade
Count_Person_EducationalAttainment2NdGrade,Number of People Who Completed 2nd Grade
Count_Person_EducationalAttainment3RdGrade,Number of People Who Completed 3rd Grade
Count_Person_EducationalAttainment4ThGrade,Number of People Who Completed 4th Grade
Count_Person_EducationalAttainment5ThGrade,Number of People Who Completed 5th Grade
Count_Person_EducationalAttainment6ThGrade,Number of People Who Completed 6th Grade
Count_Person_EducationalAttainment7ThGrade,Number of People Who Completed 7th Grade
Count_Person_EducationalAttainment8ThGrade,Number of People Who Completed 8th Grade
Count_Person_EducationalAttainment9ThGrade,Number of People Who Completed 9th Grade
Count_Person_EducationalAttainmentAssociatesDegree,Number of People with Associates Degree
Count_Person_EducationalAttainmentBachelorsDegree,Number of People with Bachelors Degree
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher,Number of People With Bachelor's or higher Degree
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_Female_DivorcedInThePast12Months,Number of Female People With Bachelor's Degree or Higher Who Divorced in the Past 12 Months
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_Female_MarriedInThePast12Months,Number of Female People With Bachelor's Degree or Higher Who Married in the Past 12 Months
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_Male_DivorcedInThePast12Months,Number of Male People With Bachelor's Degree or Higher Who Divorced in the Past 12 Months
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_Male_MarriedInThePast12Months,Number of Male People With Bachelor's Degree or Higher Who Married in the Past 12 Months
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_OnlyEnglishSpokenAtHome,Number of People With Bachelor's Degree or Higher Who Speak Only English at Home
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_ResidesInAdultCorrectionalFacilities,Number of People With Bachelor's Degree or Higher Who Reside in Adult Correctional Facilities
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_ResidesInCollegeOrUniversityStudentHousing,Number of People With Bachelor's Degree or Higher Who Reside in College or University Student Housing
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_ResidesInGroupQuarters,Number of People With Bachelor's Degree or Higher Who Reside in Group Quarters
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_ResidesInInstitutionalizedGroupQuarters,Number of People With Bachelor's Degree or Higher Who Reside in Institutionalized Group Quarters
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_ResidesInNoninstitutionalizedGroupQuarters,Number of People With Bachelor's Degree or Higher Who Reside in Noninstitutionalized Group Quarters
Count_Person_EducationalAttainmentBachelorsDegreeOrHigher_ResidesInNursingFacilities,Number of People With Bachelor's Degree or Higher Who Reside in Nursing Facilities
Count_Person_EducationalAttainmentDoctorateDegree,Number of People Who Completed Doctorate Degree
Count_Person_EducationalAttainmentGedOrAlternativeCredential,Number of People Who Completed Ged Or Alternative Credential
Count_Person_EducationalAttainmentGraduateOrProfessionalDegree,Number of People Who Completed Graduate Or Professional Degree
Count_Person_EducationalAttainmentHighSchoolGraduateIncludesEquivalency,Number of People Who Completed High School and Earned an Equivalency
Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher,Number of people who are high school graduates or higher
Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInAdultCorrectionalFacilities,Number of people who are high school graduates or higher and reside in adult correctional facilities
Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInCollegeOrUniversityStudentHousing,Number of people who are high school graduates or higher and reside in college or university student housing
Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInGroupQuarters,Number of people who are high school graduates or higher and reside in group quarters
Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInInstitutionalizedGroupQuarters,Number of people who are high school graduates or higher and reside in institutionalized group quarters
Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInNoninstitutionalizedGroupQuarters,Number of people who are high school graduates or higher and reside in noninstitutionalized group quarters
Count_Person_EducationalAttainmentHighSchoolGraduateOrHigher_ResidesInNursingFacilities,Number of people who are high school graduates or higher and reside in nursing facilities
Count_Person_EducationalAttainmentKindergarten,Number of people with kindergarten level education
Count_Person_EducationalAttainmentLessThanHighSchoolGraduate,Number of people who are less than high school graduates
Count_Person_EducationalAttainmentMastersDegree,Number of people With Masters Degree
Count_Person_EducationalAttainmentNoSchoolingCompleted,Number of people who have not completed any formal education
Count_Person_EducationalAttainmentNurserySchool,Number of people with a nursery school level of education
Count_Person_EducationalAttainmentPrimarySchool,Number of people with a primary school level of education
Count_Person_EducationalAttainmentProfessionalSchoolDegree,Number of people with professional school degree
Count_Person_EducationalAttainmentRegularHighSchoolDiploma,Number of people with high school diploma
Count_Person_EducationalAttainmentSomeCollege1OrMoreYearsNoDegree,Number of people attended college but have no degree
Count_Person_EducationalAttainmentSomeCollegeLessThan1Year,Number of people attended college for less than 1 year
Count_Person_EducationalAttainmentSomeCollegeOrAssociatesDegree,Number of people with associates degree
Count_Person_Employed,Number of employed people
dc/nm9hcklgg5zb3,Number of employed people
Count_Person_Employed_NACE/A,"Number of employed people in Agriculture, forestry and fishing"
Count_Person_Employed_NACE/C,Number of employed people in Manufacturing
Count_Person_Employed_NACE/F,Number of employed people in Construction
Count_Person_Employed_NACE/J,Number of employed people in Information and communication
Count_Person_Employed_NACE/K,Number of employed people in Financial and insurance activities
Count_Person_Employed_NACE/L,Number of employed people in Real estate activities
Count_Person_EnrolledInCollegeOrGraduateSchool,Number of students Enrolled in College or Graduate School
Count_Person_EnrolledInCollegeOrGraduateSchool_ResidesInAdultCorrectionalFacilities,Number of people Enrolled in College or Graduate School and Resides in Adult Correctional Facilities
Count_Person_EnrolledInCollegeOrGraduateSchool_ResidesInCollegeOrUniversityStudentHousing,Number of people Enrolled in College or Graduate School and Resides in College or University Student Housing
Count_Person_EnrolledInCollegeOrGraduateSchool_ResidesInGroupQuarters,Number of people Enrolled in College or Graduate School and Resides in Group Quarters
Count_Person_EnrolledInCollegeOrGraduateSchool_ResidesInNursingFacilities,Number of people Enrolled in College or Graduate School and Resides in Nursing Facilities
Count_Person_EnrolledInCollegeUndergraduateYears,Number of students enrolled in College Undergraduate Years
Count_Person_EnrolledInKindergarten,Number of students enrolled in Kindergarten
Count_Person_EnrolledInSchool,Number of students enrolled in school
Count_Person_Female,Number of females
Count_Person_Female_AbovePovertyLevelInThePast12Months,number of females living Above Poverty Level in the past 12 months
Count_Person_Female_AbovePovertyLevelInThePast12Months_AmericanIndianOrAlaskaNativeAlone,number of american indian or alaska native females living Above Poverty Level in the past 12 months
Count_Person_Female_AbovePovertyLevelInThePast12Months_AsianAlone,number of asian females living Above Poverty Level in the Past 12 months
Count_Person_Female_AbovePovertyLevelInThePast12Months_BlackOrAfricanAmericanAlone,number of Black or African American females living Above Poverty Level in the Past 12 months
Count_Person_Female_AbovePovertyLevelInThePast12Months_HispanicOrLatino,number of hispanic or latino living Above Poverty Level in the Past 12 months
Count_Person_Female_AbovePovertyLevelInThePast12Months_NativeHawaiianOrOtherPacificIslanderAlone,number of native hawaiian or other pacific islander females living Above Poverty Level in the Past 12 months
Count_Person_Female_AbovePovertyLevelInThePast12Months_TwoOrMoreRaces,number of multi race females living Above Poverty Level in the past 12 months
Count_Person_Female_AbovePovertyLevelInThePast12Months_WhiteAlone,number of white females living Above Poverty Level in the Past 12 months
